48 Moore Street,the red door beside Centra,nil,Killarney,co. Kerry
32 Macarena Road,Stillorgan,nil,Galway,co. Galway
32 Mount Prospect Lawns,the red door beside Centra,nil,Enniskerry,co. Wicklow
80 Larkin Avenue,nil,18,Dublin,co. Dublin
37 Stilorgan Road,nil,nil,Navan,co. Meath
99 Phibsborough Avenue,nil,nil,Cork,co. Cork
15 Yellow Road,Stillorgan,nil,Galway,co. Galway
8 Baggot Street,Clontarf,nil,Westport,co. Mayo
95 Imaginery Road,nil,nil,Birr,co. Offaly
46 Actual Road,Stillorgan,nil,Dun Laoghaire,co. Dublin
38 Grafton Street,nil,nil,Cobh,co. Cork
108 Dame Street,Smithfield,nil,Sligo,co. Sligo
100 Wexford Street,nil,nil,Kinsale,co. Cork
59 Some Road,nil,nil,Killarney,co. Kerry
41 Rogerson Quay,nil,nil,Galway,co. Galway
7 Towsend Street,Clontarf,nil,Tullamore,co. Offaly
30 St Patrick Street,Smithfield,nil,Birr,co. Dublin
39 Talbot Street,nil,7,Dublin,co. Longford
76 Larkin Avenue,nil,nil,Tullow,co. Carlow
66 Baggot Street,Stillorgan,nil,Carlow,co. Carlow
58 Wicklow Street,nil,nil,Galway,co. Galway
99 Mount Prospect Lawns,nil,nil,Kilkenny,co. Kilkenny
83 Moore Street,Smithfield,nil,Birr,co. Offaly
28 Bachelors Walk,Stillorgan,nil,Dun Laoghaire,co. Dublin
51 Amiens Street,Stillorgan,nil,Kinsale,co. Cork
111 Dublin Road,(above SPAR),nil,Sligo,co. Sligo
28 Dublin Road,nil,nil,Cork,co. Cork
48 Henry Street,(above SPAR),nil,Killarney,co. Kerry
62 Capel Street,nil,nil,Enniskerry,co. Wicklow
48 Capel Street,nil,2,Dublin,co. Dublin
32 Portobello Avenue,nil,nil,Duleek,co. Meath
99 India Avenue,nil,nil,Cork,co. Cork
13 Malborough Street,Stillorgan,nil,Galway,co. Galway
69 Parnell Street,nil,nil,Westport,co. Mayo
53 Wide Avenue,the red door beside Centra,nil,Longford,co. Longford
44 Side Road,Clontarf,nil,Carlow,co. Carlow
32 Wide Lawns,Stillorgan,nil,Arvagh,co. Cavan
27 PParnell Street,the red door beside Centra,nil,Dowra,co. Cavan
8 South William Street,Smithfield,nil,Waterford,co. Waterford
39 South Merrion Street,(above SPAR),8,Dublin,co. Dublin
230 South William Street,Smithfield,nil,Waterford,co. Waterford
96 Merrion Row,Clontarf,nil,Westport,co. Mayo
